,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres
89940,moquette,mokEt,NOM,1,3.63,3.37,15.95,14.73,CVCVC,CVCVVCCV,2,8
89963,morale,moRal,NOM,1,13.13,12.89,21.49,21.01,CVCVC,CVCVCV,2,6
89983,moral,moRal,ADJ,1,16.39,5.36,34.53,13.24,CVCVC,CVCVC,2,5
89984,moral,moRal,NOM,1,10.27,10.17,14.19,14.19,CVCVC,CVCVC,2,5
90005,morceau,mORso,NOM,1,64.78,40.65,99.32,57.84,CVCCV,CVCCVVV,2,7
90185,morne,mORn,ADJ,1,1.06,0.81,19.66,14.46,CVCC,CVCCV,1,5
90313,moteur,mot9R,NOM,1,33.63,26.31,51.08,41.28,CVCVC,CVCVVC,2,6
90317,motif,motif,NOM,1,16.56,12.2,31.15,15.74,CVCVC,CVCVC,2,5
90606,mourir,muRiR,VER,1,916.4,234.74,391.08,130.61,CVCVC,CVVCVC,2,6
91174,musette,myzEt,NOM,1,0.77,0.75,18.45,13.78,CVCVC,CVCVCCV,2,7
91203,musique,myzik,NOM,1,169.8,168.89,114.32,109.8,CVCVC,CVCVCVV,2,7
91490,naguère,nagER,ADV,1,1.16,1.16,23.72,23.72,CVCVC,CVCVVCV,2,7
91511,naissance,nEs@s,NOM,1,39.72,37.9,52.91,49.53,CVCVC,CVVCCVCCV,2,9
91530,naître,nEtR,VER,1,116.11,12.74,119.32,19.86,CVCC,CVVCCV,1,6
91799,nature,natyR,ADJ,1,5.52,5.52,11.01,11.01,CVCVC,CVCVCV,2,6
91800,nature,natyR,NOM,1,60.2,59.8,95.88,93.45,CVCVC,CVCVCV,2,6
91899,navire,naviR,NOM,1,21.98,15.83,50.2,28.04,CVCVC,CVCVCV,2,6
92125,nègre,nEgR,NOM,1,19.08,11.26,27.64,15.54,CVCC,CVCCV,1,5
92272,nerveux,nERv2,ADJ,1,50.4,32.52,35.81,21.82,CVCCV,CVCCVVC,2,7
92423,neutre,n2tR,ADJ,1,5.15,4.32,11.76,10.2,CVCC,CVVCCV,1,6
92728,noble,nObl,ADJ,1,28.7,23.73,31.62,20.0,CVCC,CVCCV,1,5
92839,nombre,n§bR,NOM,1,40.16,36.57,78.38,76.28,CVCC,CVCCCV,1,6
92843,nombreux,n§bR2,ADJ,1,44.64,29.89,60.27,37.03,CVCCV,CVCCCVVC,2,8
93123,notaire,notER,NOM,1,4.69,4.63,17.23,14.86,CVCVC,CVCVVCV,2,7
93197,notre,nOtR,ADJ:pos,1,1022.94,1022.94,680.68,680.68,CVCC,CVCCV,1,5
93199,nôtre,notR,PRO:pos,1,19.0,19.0,23.51,23.51,CVCC,CVCCV,1,5
93201,nôtres,notR,PRO:pos,1,22.63,22.63,21.35,21.35,CVCC,CVCCVC,1,6
93272,nourrir,nuRiR,VER,1,52.53,22.08,64.53,24.05,CVCVC,CVVCCVC,2,7
93316,nouvelle,nuvEl,ADJ,1,191.15,152.78,172.5,130.81,CVCVC,CVVCVCCV,2,8
93321,nouvel,nuvEl,ADJ,1,30.59,30.59,22.23,22.23,CVCVC,CVVCVC,2,6
96224,pacte,pakt,NOM,1,8.12,7.29,11.89,11.49,CVCC,CVCCV,1,5
96760,panique,panik,NOM,1,16.23,16.17,25.61,24.86,CVCVC,CVCVCVV,2,7
97346,parc,paRk,NOM,1,32.85,31.02,43.99,38.72,CVCC,CVCC,1,4
97389,pardon,paRd§,NOM,1,55.62,54.7,26.89,26.08,CVCCV,CVCCVC,2,6
97390,pardon,paRd§,ONO,1,209.13,209.13,18.04,18.04,CVCCV,CVCCVC,2,6
97460,paresse,paREs,NOM,1,2.65,2.54,12.43,11.89,CVCVC,CVCVCCV,2,7
97487,parfait,paRfE,ADJ,1,58.77,35.58,43.45,20.68,CVCCV,CVCCVVC,2,7
97516,parfum,paRf1,NOM,1,30.0,24.44,65.74,52.36,CVCCV,CVCCVC,2,6
97635,parler,paRle,NOM,1,11.58,11.58,9.05,8.92,CVCCV,CVCCVC,2,6
97636,parler,paRle,VER,1,1970.55,728.02,1086.01,341.82,CVCCV,CVCCVC,2,6
97667,parmi,paRmi,PRE,1,69.17,69.17,171.96,171.96,CVCCV,CVCCV,2,5
97695,parole,paROl,NOM,1,103.48,71.07,178.31,81.82,CVCVC,CVCVCV,2,6
97734,parquet,paRkE,NOM,1,4.43,4.12,22.43,18.51,CVCCV,CVCCVVC,2,7
97914,partie,paRti,NOM,1,191.19,177.81,211.49,187.97,CVCCV,CVCCVV,2,6
97921,parti,paRti,ADJ,1,15.01,11.06,11.62,8.11,CVCCV,CVCCV,2,5
97922,parti,paRti,NOM,1,46.59,41.75,87.36,75.0,CVCCV,CVCCV,2,5
97960,partout,paRtu,ADV,1,141.94,141.94,179.39,179.39,CVCCV,CVCCVVC,2,7
98059,passage,pasaZ,NOM,1,44.73,40.2,154.39,136.82,CVCVC,CVCCVCV,2,7
98490,patrie,patRi,NOM,1,23.36,23.36,29.19,28.65,CVCCV,CVCCVV,2,6
98524,patron,patR§,NOM,1,141.53,122.44,132.43,93.85,CVCCV,CVCCVC,2,6
98615,pauvre,povR,ADJ,1,178.03,148.93,187.77,148.78,CVCC,CVVCCV,1,6
98616,pauvre,povR,NOM,1,68.54,45.73,53.24,29.39,CVCC,CVVCCV,1,6
98835,pêcheur,pES9R,NOM,1,10.34,5.08,27.43,13.11,CVCVC,CVCCVVC,2,7
99004,peindre,p5dR,VER,1,36.05,12.75,80.27,22.64,CVCC,CVVCCCV,1,7
99030,peintre,p5tR,NOM,1,17.02,13.6,45.07,31.22,CVCC,CVVCCCV,1,7
99036,peinture,p5tyR,NOM,1,29.53,25.83,67.64,59.39,CVCVC,CVVCCVCV,2,8
99296,pendre,p@dR,VER,1,42.99,12.4,58.04,8.51,CVCC,CVCCCV,1,6
99591,percer,pERse,VER,1,15.77,6.19,42.03,11.22,CVCCV,CVCCVC,2,6
99738,perdu,pERdy,ADJ,1,36.46,17.5,58.45,27.43,CVCCV,CVCCV,2,5
100028,permis,pERmi,NOM,1,26.95,26.95,7.03,7.03,CVCCV,CVCCVC,2,6
100333,perte,pERt,NOM,1,37.8,30.2,36.28,26.62,CVCC,CVCCV,1,5
100465,peste,pEst,NOM,1,16.95,16.68,8.31,8.24,CVCC,CVCCV,1,5
100673,pétrin,petR5,NOM,1,10.89,10.82,3.31,3.18,CVCCV,CVCCVC,2,6
100749,peuple,p2pl,NOM,1,111.36,105.65,107.3,89.39,CVCC,CVVCCV,1,6
101081,phrase,fRaz,NOM,1,22.01,15.4,140.47,86.76,CCVC,CCCVCV,1,6
101137,physique,fizik,ADJ,1,19.42,14.76,33.18,27.5,CVCVC,CCVCVCVV,2,8
101138,physique,fizik,NOM,1,10.27,10.19,12.57,12.36,CVCVC,CCVCVCVV,2,8
101604,pilote,pilOt,ADJ,1,12.33,11.49,2.16,1.55,CVCVC,CVCVCV,2,6
101605,pilote,pilOt,NOM,1,37.69,29.1,8.72,5.61,CVCVC,CVCVCV,2,6
101987,piscine,pisin,NOM,1,23.62,22.19,17.09,15.74,CVCVC,CVCCVCV,2,7
102053,piste,pist,NOM,1,51.77,43.01,41.15,34.86,CVCC,CVCCV,1,5
102169,pizza,pidza,NOM,1,23.09,18.6,3.24,2.09,CVCCV,CVCCV,2,5
102208,place,plas,NOM,1,301.3,280.54,468.58,437.97,CCVC,CCVCV,1,5
102259,plage,plaZ,NOM,1,48.19,44.99,86.89,72.03,CCVC,CCVCV,1,5
102341,plaine,plEn,NOM,1,3.52,3.52,39.86,39.86,CCVC,CCVVCV,1,6
102349,plainte,pl5t,NOM,1,15.07,9.61,26.69,17.09,CCVC,CCVVCCV,1,7
