,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres
16628,borne,bORn,NOM,1,8.35,1.69,20.61,8.04,CVCC,CVCCV,1,5
16879,boucle,bukl,NOM,1,18.86,8.62,29.86,11.22,CVCC,CVVCCV,1,6
17115,bougre,bugR,NOM,1,4.75,4.19,11.22,8.51,CVCC,CVVCCV,1,6
17345,bourde,buRd,NOM,1,1.54,1.1,0.95,0.54,CVCC,CVVCCV,1,6
17369,bourge,buRZ,NOM,1,1.22,0.9,0.47,0.07,CVCC,CVVCCV,1,6
17697,box,bOks,NOM,1,2.48,2.48,4.05,4.05,CVCC,CVC,1,3
17699,boxe,bOks,NOM,1,9.32,9.2,8.58,7.64,CVCC,CVCV,1,4
17835,braise,bREz,NOM,1,2.04,1.12,12.23,5.88,CCVC,CCVVCV,1,6
17952,branle,bR@l,NOM,1,0.68,0.67,4.32,4.32,CCVC,CCVCCV,1,6
17977,branque,bR@k,ADJ,1,0.68,0.42,3.11,2.43,CCVC,CCVCCVV,1,7
18034,brasse,bRas,NOM,1,0.67,0.37,2.16,0.81,CCVC,CCVCCV,1,6
18070,brave,bRav,NOM,1,6.49,4.46,4.73,2.97,CCVC,CCVCV,1,5
18098,break,bREk,NOM,1,7.18,6.91,2.09,1.96,CCVC,CCVVC,1,5
18105,brèche,bRES,NOM,1,3.83,3.54,9.59,7.7,CCVC,CCVCCV,1,6
18212,bribe,bRib,NOM,1,0.88,0.03,14.73,1.55,CCVC,CCVCV,1,5
18218,brick,bRik,NOM,1,1.51,1.3,0.34,0.14,CCVC,CCVCC,1,5
18249,bride,bRid,NOM,1,1.79,1.63,10.07,8.92,CCVC,CCVCV,1,5
18399,bringue,bR5g,NOM,1,1.27,1.27,1.42,1.42,CCVC,CCVCCVV,1,7
18422,brique,bRik,NOM,1,13.56,4.02,31.55,11.69,CCVC,CCVCVV,1,6
18459,brise,bRiz,NOM,1,5.63,5.6,11.49,10.88,CCVC,CCVCV,1,5
18532,broche,bROS,NOM,1,4.57,3.88,5.74,4.32,CCVC,CCVCCV,1,6
18602,bronche,bR§S,NOM,1,0.58,0.03,2.23,0.0,CCVC,CCVCCCV,1,7
18640,bronze,bR§z,ADJ,1,0.54,0.54,0.88,0.88,CCVC,CCVCCV,1,6
18758,brousse,bRus,NOM,1,0.95,0.95,11.01,10.88,CCVC,CCVVCCV,1,7
18924,brune,bRyn,NOM,1,5.2,4.44,7.77,6.42,CCVC,CCVCV,1,5
18991,brut,bRyt,ADJ,1,3.86,1.38,8.65,3.31,CCVC,CCVC,1,4
18993,brut,bRyt,NOM,1,0.55,0.54,0.61,0.54,CCVC,CCVC,1,4
18995,brute,bRyt,NOM,1,14.03,9.04,12.09,7.57,CCVC,CCVCV,1,5
19077,buffle,byfl,NOM,1,1.79,1.16,4.19,1.96,CVCC,CVCCCV,1,6
19196,burne,byRn,NOM,1,1.42,0.09,1.49,0.07,CVCC,CVCCV,1,5
19370,câble,kabl,NOM,1,17.04,13.36,6.08,2.97,CVCC,CVCCV,1,5
20600,cancre,k@kR,NOM,1,0.97,0.77,3.78,2.5,CVCC,CVCCCV,1,6
21467,carne,kaRn,NOM,1,1.21,1.09,2.77,2.03,CVCC,CVCCV,1,5
21520,carpe,kaRp,NOM,1,2.87,2.42,3.85,2.77,CVCC,CVCCV,1,5
21882,caste,kast,NOM,1,0.73,0.5,4.19,3.38,CVCC,CVCCV,1,5
22022,catch,katS,NOM,1,2.47,2.47,0.88,0.88,CVCC,CVCCC,1,5
22309,cèdre,sEdR,NOM,1,0.7,0.47,3.85,2.16,CVCC,CVCCV,1,5
22323,ceindre,s5dR,VER,1,0.56,0.03,4.32,0.41,CVCC,CVVCCCV,1,7
22452,cendre,s@dR,NOM,1,17.18,3.24,28.85,11.08,CVCC,CVCCCV,1,6
22680,cerne,sERn,NOM,1,1.3,0.12,5.2,1.42,CVCC,CVCCV,1,5
23108,chancre,S@kR,NOM,1,0.83,0.53,1.08,0.74,CVCC,CCVCCCV,1,7
23260,chanvre,S@vR,NOM,1,0.77,0.77,2.91,2.84,CVCC,CCVCCCV,1,7
23577,charte,SaRt,NOM,1,1.07,1.04,2.3,1.82,CVCC,CCVCCV,1,6
23648,chaste,Sast,ADJ,1,2.22,1.5,5.14,4.32,CVCC,CCVCCV,1,6
24194,chèvre,SEvR,NOM,1,14.08,8.26,20.61,10.14,CVCC,CCVCCV,1,6
24407,chiffre,SifR,NOM,1,27.28,9.38,33.11,12.7,CVCC,CCVCCCV,1,7
24528,chips,Sips,NOM,1,6.72,6.72,0.95,0.95,CVCC,CCVCC,1,5
24598,chlore,klOR,NOM,1,0.79,0.79,0.81,0.81,CCVC,CCCVCV,1,6
24936,chrome,kRom,NOM,1,0.82,0.75,3.04,1.15,CCVC,CCCVCV,1,6
25141,cidre,sidR,NOM,1,2.0,2.0,3.99,3.99,CVCC,CVCCV,1,5
25324,cintre,s5tR,NOM,1,0.85,0.57,4.86,2.91,CVCC,CVCCCV,1,6
25644,claire,klER,NOM,1,6.8,6.66,1.69,1.49,CCVC,CCVVCV,1,6
25656,clair,klER,NOM,1,12.79,12.61,14.12,13.58,CCVC,CCVVC,1,5
25717,clamp,kl@p,NOM,1,1.09,0.97,0.0,0.0,CCVC,CCVCC,1,5
25756,clap,klap,NOM,1,1.43,1.43,0.54,0.54,CCVC,CCVC,1,4
25793,claque,klak,NOM,1,6.88,5.19,14.26,8.65,CCVC,CCVCVV,1,6
25849,clash,klaS,NOM,1,1.7,1.7,1.55,1.55,CCVC,CCVCC,1,5
25902,class,klas,ADJ,1,0.51,0.51,1.08,1.08,CCVC,CCVCC,1,5
25917,clause,kloz,NOM,1,3.47,2.94,1.89,1.01,CCVC,CCVVCV,1,6
25945,clean,klin,ADJ,1,4.66,4.66,0.74,0.74,CCVC,CCVVC,1,5
25966,clerc,klER,NOM,1,0.82,0.73,9.26,5.68,CCVC,CCVCC,1,5
25995,clic,klik,NOM,1,1.17,0.94,1.08,0.88,CCVC,CCVC,1,4
26081,clip,klip,NOM,1,2.98,2.12,1.28,0.61,CCVC,CCVC,1,4
26086,clique,klik,NOM,1,2.78,2.41,3.11,2.84,CCVC,CCVCVV,1,6
26134,cloche,klOS,ADJ,1,3.36,2.07,3.31,1.82,CCVC,CCVCCV,1,6
26191,clone,klon,NOM,1,3.49,2.48,0.2,0.07,CCVC,CCVCV,1,5
26201,clope,klOp,NOM,1,11.94,7.87,4.93,2.5,CCVC,CCVCV,1,5
26224,cloque,klOk,NOM,1,1.43,1.14,3.45,1.89,CCVC,CCVCVV,1,6
26234,clore,klOR,VER,1,7.75,1.42,31.28,2.57,CCVC,CCVCV,1,5
26327,coach,kotS,NOM,1,7.37,7.33,0.0,0.0,CVCC,CVVCC,1,5
26803,cold,kold,ADJ,1,2.01,2.01,0.07,0.07,CVCC,CVCC,1,4
27206,colt,kOlt,NOM,1,0.97,0.57,1.82,1.82,CVCC,CVCC,1,4
27323,comble,k§bl,ADJ,1,1.12,1.08,3.04,2.91,CVCC,CVCCCV,1,6
30925,contre,k§tR,NOM,1,5.43,5.35,5.81,5.74,CVCC,CVCCCV,1,6
31779,corne,kORn,NOM,1,7.79,2.63,19.46,9.8,CVCC,CVCCV,1,5
32037,corse,kORs,ADJ,1,3.37,2.17,3.51,2.64,CVCC,CVCCV,1,5
32038,corse,kORs,NOM,1,0.79,0.15,1.89,1.22,CVCC,CVCCV,1,5
32375,coudre,kudR,VER,1,8.88,4.83,20.74,8.65,CVCC,CVVCCV,1,6
32652,courbe,kuRb,ADJ,1,0.66,0.53,5.14,3.78,CVCC,CVVCCV,1,6
32653,courbe,kuRb,NOM,1,3.0,1.72,18.11,11.82,CVCC,CVVCCV,1,6
32680,courge,kuRZ,NOM,1,2.46,1.38,0.88,0.61,CVCC,CVVCCV,1,6
33042,crabe,kRab,NOM,1,8.14,4.9,12.36,7.3,CCVC,CCVCV,1,5
33108,crack,kRak,NOM,1,7.77,7.3,0.88,0.68,CCVC,CCVCC,1,5
33109,crac,kRak,NOM,1,2.85,2.85,6.01,6.01,CCVC,CCVC,1,4
33112,crade,kRad,ADJ,1,1.31,1.19,1.55,1.35,CCVC,CCVCV,1,5
33186,crampe,kR@p,NOM,1,5.18,2.62,6.01,2.84,CCVC,CCVCCV,1,6
33212,crâne,kRan,ADJ,1,1.43,1.19,2.5,1.96,CCVC,CCVCV,1,5
33213,crane,kRan,NOM,1,0.96,0.96,0.0,0.0,CCVC,CCVCV,1,5
33262,craps,kRap,NOM,1,0.73,0.73,0.07,0.07,CCVC,CCVCC,1,5
33285,craque,kRak,NOM,1,0.55,0.16,0.81,0.07,CCVC,CCVCVV,1,6
33329,crash,kRaS,NOM,1,6.68,6.68,0.07,0.07,CCVC,CCVCC,1,5
33332,crasse,kRas,NOM,1,3.29,3.16,13.45,13.11,CCVC,CCVCCV,1,6
33434,crèche,kRES,NOM,1,3.91,3.46,9.39,8.31,CCVC,CCVCCV,1,6
33471,creek,kRik,NOM,1,0.78,0.77,0.34,0.27,CCVC,CCVVC,1,5
33504,crème,kREm,ADJ,1,2.46,2.46,5.54,5.54,CCVC,CCVCV,1,5
33544,crêpe,kREp,NOM,1,8.44,3.27,9.05,6.01,CCVC,CCVCV,1,5
33714,crève,kREv,NOM,1,5.79,5.75,2.3,2.3,CCVC,CCVCV,1,5
33786,cric,kRik,NOM,1,1.2,1.18,1.42,1.08,CCVC,CCVC,1,4
33843,crique,kRik,NOM,1,1.1,1.06,5.2,3.78,CCVC,CCVCVV,1,6
34146,crosse,kROs,NOM,1,2.27,1.96,11.96,10.14,CCVC,CCVCCV,1,6
34160,crotte,kROt,NOM,1,6.52,3.46,6.76,3.51,CCVC,CCVCCV,1,6
34203,croupe,kRup,NOM,1,0.96,0.64,14.05,10.95,CCVC,CCVVCV,1,6
34253,croûte,kRut,NOM,1,5.81,5.07,17.3,12.23,CCVC,CCVVCV,1,6
34289,cruche,kRyS,NOM,1,3.04,2.92,4.46,3.92,CCVC,CCVCCV,1,6
34705,culte,kylt,NOM,1,5.37,4.74,14.93,13.58,CVCC,CVCCV,1,5
34924,cycle,sikl,NOM,1,8.2,5.69,5.81,4.05,CVCC,CVCCV,1,5
41201,derche,dERS,NOM,1,0.83,0.72,3.04,2.57,CVCC,CVCCCV,1,6
41283,derme,dERm,NOM,1,0.52,0.52,0.41,0.41,CVCC,CVCCV,1,5
45737,dogme,dOgm,NOM,1,0.63,0.49,2.77,1.35,CVCC,CVCCV,1,5
46379,drag,dRag,NOM,1,0.73,0.6,0.34,0.14,CCVC,CCVC,1,4
46396,drague,dRag,NOM,1,2.01,2.01,3.11,2.97,CCVC,CCVCVV,1,6
46564,drink,dR5k,NOM,1,0.92,0.89,0.88,0.41,CCVC,CCVCC,1,5
46631,drôle,dRol,NOM,1,18.73,13.59,21.01,14.46,CCVC,CCVCV,1,5
46646,drone,dRon,NOM,1,1.79,0.88,0.0,0.0,CCVC,CCVCV,1,5
46650,drop,dROp,NOM,1,1.11,1.11,0.0,0.0,CCVC,CCVC,1,4
46685,druze,dRyz,ADJ,1,0.56,0.4,1.28,0.54,CCVC,CCVCV,1,5
59656,fable,fabl,NOM,1,2.59,1.79,9.8,5.81,CVCC,CVCCV,1,5
59927,faible,fEbl,NOM,1,10.02,6.49,8.38,5.07,CVCC,CVVCCV,1,6
60287,farce,faRs,NOM,1,9.35,7.45,12.5,8.99,CVCC,CVCCV,1,5
60414,faste,fast,ADJ,1,0.57,0.53,1.28,0.61,CVCC,CVCCV,1,5
60691,fax,faks,NOM,1,5.59,5.59,0.14,0.14,CVCC,CVC,1,3
60813,feindre,f5dR,VER,1,5.92,1.23,21.22,4.39,CVCC,CVVCCCV,1,7
60994,fendre,f@dR,VER,1,7.76,2.49,28.58,6.89,CVCC,CVCCCV,1,6
61070,ferme,fERm,ADV,1,1.98,1.98,0.0,0.0,CVCC,CVCCV,1,5
61405,feutre,f2tR,NOM,1,1.45,1.33,13.99,13.18,CVCC,CVVCCV,1,6
61457,fibre,fibR,NOM,1,6.65,2.67,7.43,2.5,CVCC,CVCCV,1,5
62041,firme,fiRm,NOM,1,4.32,4.07,2.7,1.96,CVCC,CVCCV,1,5
62050,fisc,fisk,NOM,1,2.53,2.53,1.28,1.28,CVCC,CVCC,1,4
62185,flag,flag,NOM,1,0.57,0.57,0.41,0.41,CCVC,CCVC,1,4
62218,flair,flER,NOM,1,2.32,2.32,4.8,4.8,CCVC,CCVVC,1,5
62366,flaque,flak,NOM,1,3.53,2.31,23.99,10.07,CCVC,CCVCVV,1,6
62378,flash,flaS,NOM,1,8.52,7.78,4.59,4.59,CCVC,CCVCC,1,5
62604,flip,flip,NOM,1,1.63,1.58,1.42,1.28,CCVC,CCVC,1,4
62675,flop,flOp,NOM,1,0.76,0.68,0.27,0.27,CCVC,CCVC,1,4
62686,flore,flOR,NOM,1,0.72,0.7,1.55,1.35,CCVC,CCVCV,1,5
62806,flush,fl9S,NOM,1,1.17,1.17,0.07,0.07,CCVC,CCVCC,1,5
62811,flûte,flyt,NOM,1,10.13,9.11,10.61,8.92,CCVC,CCVCV,1,5
62924,folk,fOlk,NOM,1,1.73,1.3,2.64,2.64,CVCC,CVCC,1,4
63181,force,fORs,ADJ:ind,1,1.41,1.41,4.86,4.86,CVCC,CVCCV,1,5
63264,forge,fORZ,NOM,1,1.64,1.51,8.58,7.64,CVCC,CVCCV,1,5
63506,foudre,fudR,NOM,1,12.94,12.5,14.46,12.64,CVCC,CVVCCV,1,6
63692,fourbe,fuRb,ADJ,1,1.7,1.32,1.08,0.68,CVCC,CVVCCV,1,6
63693,fourbe,fuRb,NOM,1,1.52,1.12,0.81,0.61,CVCC,CVVCCV,1,6
63720,fourche,fuRS,NOM,1,1.57,1.21,8.18,5.61,CVCC,CVVCCCV,1,7
63940,foutre,futR,NOM,1,3.62,3.62,6.42,6.42,CVCC,CVVCCV,1,6
63992,frac,fRak,NOM,1,0.89,0.77,2.23,1.96,CCVC,CCVC,1,4
64084,fraise,fREz,NOM,1,12.0,5.28,10.07,3.92,CCVC,CCVVCV,1,6
64235,frange,fR@Z,NOM,1,0.97,0.69,13.45,8.04,CCVC,CCVCCV,1,6
64280,frappe,fRap,NOM,1,11.61,10.87,5.14,4.53,CCVC,CCVCCV,1,6
64339,fraude,fRod,NOM,1,5.54,4.82,3.24,2.84,CCVC,CCVVCV,1,6
64436,frêle,fREl,ADJ,1,1.19,1.0,12.03,9.8,CCVC,CCVCV,1,5
64463,frêne,fREn,NOM,1,1.81,1.71,2.5,1.62,CCVC,CCVCV,1,5
64660,frime,fRim,NOM,1,0.83,0.79,8.31,7.64,CCVC,CCVCV,1,5
64689,fringue,fR5g,NOM,1,13.12,0.23,11.82,0.2,CCVC,CCVCCVV,1,7
64707,fripe,fRip,NOM,1,0.58,0.22,0.95,0.61,CCVC,CCVCV,1,5
64734,frire,fRiR,VER,1,6.63,2.26,4.73,1.82,CCVC,CCVCV,1,5
64815,frite,fRit,ADJ,1,3.98,0.51,2.36,0.54,CCVC,CCVCV,1,5
64816,frite,fRit,NOM,1,9.33,0.66,5.47,0.54,CCVC,CCVCV,1,5
64840,froc,fROk,NOM,1,6.92,6.61,7.64,6.89,CCVC,CCVC,1,4
64950,fronde,fR§d,NOM,1,1.02,0.86,1.82,1.69,CCVC,CCVCCV,1,6
65042,frousse,fRus,NOM,1,3.13,2.9,2.36,2.16,CCVC,CCVVCCV,1,7
66483,gaufre,gofR,NOM,1,3.03,0.58,1.96,0.68,CVCC,CVVCCV,1,6
66664,geindre,Z5dR,NOM,1,1.41,1.41,1.96,1.96,CVCC,CVVCCCV,1,7
66665,geindre,Z5dR,VER,1,0.59,0.16,5.68,0.34,CVCC,CVVCCCV,1,7
66772,gendre,Z@dR,NOM,1,5.71,5.71,8.11,7.5,CVCC,CVCCCV,1,6
67059,gerbe,ZERb,NOM,1,2.06,1.69,14.19,6.49,CVCC,CVCCV,1,5
67135,germe,ZERm,NOM,1,1.98,0.55,3.78,2.03,CVCC,CVCCV,1,5
67264,gifle,Zifl,NOM,1,4.47,3.6,16.01,9.86,CVCC,CVCCV,1,5
67308,gin,dZin,NOM,1,6.24,6.15,4.39,4.32,CCVC,CVC,1,3
67339,girl,g9Rl,NOM,1,7.47,4.41,9.59,1.89,CVCC,CVCC,1,4
67478,glaise,glEz,NOM,1,1.71,1.71,8.85,8.72,CCVC,CCVVCV,1,6
67483,glaive,glEv,NOM,1,1.95,1.71,4.39,3.85,CCVC,CCVVCV,1,6
67496,glande,gl@d,NOM,1,2.2,0.74,4.66,0.34,CCVC,CCVCCV,1,6
67557,glass,glas,NOM,1,1.23,1.05,1.28,1.28,CCVC,CCVCC,1,5
67559,glauque,glok,ADJ,1,1.4,1.12,9.32,6.82,CCVC,CCVVCVV,1,7
67571,glèbe,glEb,NOM,1,0.51,0.51,0.95,0.88,CCVC,CCVCV,1,5
67598,glisse,glis,NOM,1,2.0,1.97,1.55,1.55,CCVC,CCVCCV,1,6
67631,globe,glOb,NOM,1,4.21,3.17,11.89,8.58,CCVC,CCVCV,1,5
67760,gnome,gnom,NOM,1,2.95,2.36,2.03,1.01,CCVC,CCVCV,1,5
67900,gold,gOld,ADJ,1,3.11,3.11,0.41,0.41,CVCC,CVCC,1,4
67905,golfe,gOlf,NOM,1,1.69,1.55,6.49,5.95,CVCC,CVCCV,1,5
67911,golf,gOlf,NOM,1,14.14,14.05,7.3,7.16,CVCC,CVCC,1,4
68129,gouffre,gufR,NOM,1,3.84,3.43,13.38,11.35,CVCC,CVVCCCV,1,7
68196,gourde,guRd,ADJ,1,0.79,0.78,1.22,0.88,CVCC,CVVCCV,1,6
68197,gourde,guRd,NOM,1,2.85,2.56,4.59,4.59,CVCC,CVVCCV,1,6
68373,grâce,gRas,ONO,1,0.7,0.7,0.27,0.27,CCVC,CCVCV,1,5
68407,grade,gRad,NOM,1,6.44,5.78,8.18,7.03,CCVC,CCVCV,1,5
68458,graine,gREn,NOM,1,11.41,5.51,13.51,8.04,CCVC,CCVVCV,1,6
68513,gramme,gRam,NOM,1,5.81,1.76,4.93,1.22,CCVC,CCVCCV,1,6
68674,grappe,gRap,NOM,1,2.51,1.93,12.3,4.39,CCVC,CCVCCV,1,6
68763,gratte,gRat,NOM,1,0.56,0.53,0.41,0.41,CCVC,CCVCCV,1,6
68817,grave,gRav,NOM,1,2.46,2.34,5.27,4.73,CCVC,CCVCV,1,5
68897,grec,gREk,ADJ,1,12.14,6.12,29.46,11.22,CCVC,CCVC,1,4
68898,grec,gREk,NOM,1,11.36,6.31,26.22,14.86,CCVC,CCVC,1,4
68920,green,gRin,NOM,1,1.13,1.04,0.27,0.07,CCVC,CCVVC,1,5
68937,greffe,gREf,NOM,1,4.25,3.31,5.41,4.86,CCVC,CCVCCV,1,6
68972,grêle,gREl,ADJ,1,0.54,0.53,8.24,4.86,CCVC,CCVCV,1,5
68973,grêle,gREl,NOM,1,1.05,1.05,6.15,5.81,CCVC,CCVCV,1,5
69125,griffe,gRif,NOM,1,8.11,1.06,13.92,2.7,CCVC,CCVCCV,1,6
69195,gril,gRil,NOM,1,0.68,0.64,1.76,1.49,CCVC,CCVC,1,4
69241,grill,gRil,NOM,1,1.66,1.66,0.14,0.14,CCVC,CCVCC,1,5
69313,grimpe,gR5p,NOM,1,1.65,1.65,0.0,0.0,CCVC,CCVCCV,1,6
69391,grippe,gRip,NOM,1,8.22,8.02,5.54,4.86,CCVC,CCVCCV,1,6
69467,grive,gRiv,NOM,1,1.73,0.52,1.82,0.74,CCVC,CCVCV,1,5
69488,grog,gROg,NOM,1,0.63,0.52,1.42,1.15,CCVC,CCVC,1,4
69578,groom,gRum,NOM,1,1.17,1.02,2.57,1.89,CCVC,CCVVC,1,5
69707,group,gRup,NOM,1,7.65,7.41,0.34,0.34,CCVC,CCVVC,1,5
69992,guilde,gild,NOM,1,0.57,0.56,0.0,0.0,CVCC,CVVCCV,1,6
78952,jack,dZak,NOM,1,2.26,1.86,0.07,0.07,CCVC,CVCC,1,4
79274,jazz,dZaz,NOM,1,7.38,7.38,8.11,8.11,CCVC,CVCC,1,4
79279,jean,dZin,NOM,1,6.55,3.62,10.2,6.96,CCVC,CVVC,1,4
79287,jeep,dZip,NOM,1,4.65,4.18,2.97,2.16,CCVC,CVVC,1,4
79329,jet,dZEt,NOM,1,10.49,7.96,20.95,14.53,CCVC,CVC,1,3
80010,jusque,Zysk,ADV,1,0.62,0.62,0.14,0.14,CVCC,CVCCVV,1,6
80013,jusqu,Zysk,PRE,1,2.26,2.26,0.07,0.07,CVCC,CVCCV,1,5
80277,kilt,kilt,NOM,1,0.55,0.5,0.68,0.68,CVCC,CVCC,1,4
80306,kirsch,kiRS,NOM,1,0.56,0.56,1.22,1.22,CVCC,CVCCCC,1,6
80418,kyste,kist,NOM,1,0.57,0.51,0.2,0.07,CVCC,CVCCV,1,5
81105,laps,laps,NOM,1,0.57,0.57,2.23,2.23,CVCC,CVCC,1,4
81200,larme,laRm,NOM,1,45.71,5.15,133.51,10.81,CVCC,CVCCV,1,5
81228,larve,laRv,NOM,1,3.52,1.92,3.92,1.69,CVCC,CVCCV,1,5
81691,lèpre,lEpR,NOM,1,1.4,1.4,3.65,3.51,CVCC,CVCCV,1,5
81775,leste,lEst,ADJ,1,0.61,0.5,1.42,0.95,CVCC,CVCCV,1,5
81785,lest,lEst,NOM,1,0.97,0.97,0.68,0.68,CVCC,CVCC,1,4
82217,lift,lift,NOM,1,0.61,0.52,0.07,0.07,CVCC,CVCC,1,4
82673,litre,litR,NOM,1,10.19,2.75,18.51,10.2,CVCC,CVCCV,1,5
82864,loft,lOft,NOM,1,1.36,1.11,0.47,0.47,CVCC,CVCC,1,4
83076,lord,lORd,NOM,1,1.41,1.26,7.57,6.69,CVCC,CVCC,1,4
83326,loutre,lutR,NOM,1,2.52,1.3,1.62,1.35,CVCC,CVVCCV,1,6
83619,lutz,lyts,NOM,1,4.52,4.52,0.14,0.14,CVCC,CVCC,1,4
83695,lynx,l5ks,NOM,1,1.73,1.73,1.22,1.22,CVCC,CVCC,1,4
83933,madre,madR,NOM,1,0.62,0.62,0.0,0.0,CVCC,CVCCV,1,5
84131,maigre,mEgR,NOM,1,2.21,1.95,5.0,4.26,CVCC,CVVCCV,1,6
84255,maître,mEtR,ADJ,1,8.45,2.28,16.08,4.66,CVCC,CVVCCV,1,6
84602,malt,malt,NOM,1,0.68,0.68,0.14,0.14,CVCC,CVCC,1,4
85403,marge,maRZ,NOM,1,14.4,14.21,14.86,12.64,CVCC,CVCCV,1,5
85570,mark,maRk,NOM,1,13.24,1.31,1.76,0.61,CVCC,CVCC,1,4
86393,max,maks,NOM,1,5.94,5.94,2.3,2.3,CVCC,CVC,1,3
87444,merle,mERl,NOM,1,2.24,1.8,4.19,2.64,CVCC,CVCCV,1,5
87803,meuble,m9bl,NOM,1,19.48,2.46,53.99,11.76,CVCC,CVVCCV,1,6
90146,morgue,mORg,NOM,1,10.12,9.95,7.03,6.76,CVCC,CVCCVV,1,6
90185,morne,mORn,ADJ,1,1.06,0.81,19.66,14.46,CVCC,CVCCV,1,5
90209,morse,mORs,NOM,1,3.5,3.5,0.88,0.88,CVCC,CVCCV,1,5
90279,morve,mORv,NOM,1,1.6,1.6,1.96,1.82,CVCC,CVCCV,1,5
90449,moudre,mudR,VER,1,1.43,0.72,2.57,1.22,CVCC,CVVCCV,1,6
90459,moufle,mufl,NOM,1,0.73,0.28,1.76,0.34,CVCC,CVVCCV,1,6
90817,mufle,myfl,NOM,1,1.7,1.56,6.89,6.08,CVCC,CVCCV,1,5
91233,must,m9st,NOM,1,3.98,3.98,0.54,0.54,CVCC,CVCC,1,4
91371,myrte,miRt,NOM,1,1.25,1.25,1.55,0.74,CVCC,CVCCV,1,5
91445,nacre,nakR,NOM,1,0.58,0.58,5.34,5.2,CVCC,CVCCV,1,5
92124,nègre,nEgR,ADJ,1,1.65,1.23,5.41,3.24,CVCC,CVCCV,1,5
92423,neutre,n2tR,ADJ,1,5.15,4.32,11.76,10.2,CVCC,CVVCCV,1,6
92424,neutre,n2tR,NOM,1,0.68,0.41,0.74,0.47,CVCC,CVVCCV,1,6
92729,noble,nObl,NOM,1,6.32,2.46,4.53,2.16,CVCC,CVCCV,1,5
93092,norme,nORm,NOM,1,5.0,1.58,3.78,1.15,CVCC,CVCCV,1,5
93196,nôtre,notR,ADJ:pos,1,0.78,0.78,0.88,0.88,CVCC,CVCCV,1,5
93551,nurse,n9Rs,NOM,1,2.24,2.14,3.92,3.18,CVCC,CVCCV,1,5
96223,pacs,paks,NOM,1,0.58,0.58,0.0,0.0,CVCC,CVCC,1,4
96224,pacte,pakt,NOM,1,8.12,7.29,11.89,11.49,CVCC,CVCCV,1,5
96389,paître,pEtR,VER,1,2.29,0.97,4.46,1.76,CVCC,CVVCCV,1,6
96537,palme,palm,NOM,1,2.09,1.25,9.53,2.91,CVCC,CVCCV,1,5
97294,parce,paRs,ADV,1,3.49,3.49,0.95,0.95,CVCC,CVCCV,1,5
