Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,freqlivres,nbhomoph,islem,nblettres,nbsyll,cv-cv,cgramortho,pld20,Mlex puPhon,Mlex pld20,Mlex fb,Mlex ff,freq_comb,freq_comb_2,Word,nbphons,Pulexique,PUmMlex,maxPU,finalPU
échec,eSEk,échec,NOM,24.31,15.47,21.76,2,1,5,2,V-CVC,NOM,1.8,4,1.8,21.76000012,15.47,1.570893038,4.038597973,échec,4,4,4,4,TRUE
rumeur,Rym9R,rumeur,NOM,22.11,10.15,27.03,2,1,6,2,CV-CVC,NOM,1.75,4,1.75,27.03000014,10.15,1.570309387,4.036180958,rumeur,5,4,4,4,FALSE
asile,azil,asile,NOM,26.56,25.52,11.55,2,1,5,2,V-CVC,NOM,1.75,4,1.8,11.55000012,25.52,1.569022587,4.030854467,asile,4,4,4,4,TRUE
vaisselle,vEsEl,vaisselle,NOM,12.11,12.1,24.93,2,1,9,2,CV-CVC,NOM,1.95,2,1.95,24.93000019,12.1,1.568553714,4.028914469,vaisselle,5,4,2,4,FALSE
appui,ap8i,appui,NOM,8.81,7.83,28.65,5,1,5,2,V-CYV,NOM,1.85,4,1.85,28.65000016,7.83,1.562054832,4.002070128,appui,4,4,4,4,TRUE
collège,kolEZ,collège,NOM,11.58,11.3,25,2,1,7,2,CV-CVC,NOM,1.75,5,1.8,25.00000012,11.3,1.559906626,3.99321531,collège,5,5,5,5,TRUE
carnet,kaRnE,carnet,NOM,13.23,11.06,24.66,2,1,6,2,CVC-CV,NOM,1.45,5,1.75,24.65999988,11.06,1.552911449,3.964445416,carnet,5,5,5,5,TRUE
oubli,ubli,oubli,NOM,8.02,6.92,28.65,7,1,5,2,V-CCV,NOM,1.95,4,1.95,28.65000016,6.92,1.551083867,3.95694503,oubli,4,4,4,4,TRUE
colonne,kolOn,colonne,NOM,11.95,9.24,25.95,2,1,7,2,CV-CVC,NOM,1.75,4,1.85,25.95000003,9.24,1.546419267,3.937831817,colonne,5,5,4,5,TRUE
longueur,l§g9R,longueur,NOM,9.42,8.36,26.82,2,1,8,2,CV-CVC,NOM,1.9,4,2.75,26.82000028,8.36,1.546295839,3.937326659,longueur,5,4,4,4,FALSE
canal,kanal,canal,NOM,17.11,14.2,20.95,1,1,5,2,CV-CVC,NOM,1.35,5,1.35,20.94999977,14.2,1.545925327,3.935810442,canal,5,5,5,5,TRUE
profit,pRofi,profit,NOM,14.29,12.26,22.77,2,1,6,2,CCV-CV,NOM,1.75,5,1.8,22.76999991,12.26,1.544440136,3.929735471,profit,5,5,5,5,TRUE
sagesse,saZEs,sagesse,NOM,13.58,13.56,21.42,2,1,7,2,CV-CVC,NOM,1.95,5,2,21.42000009,13.56,1.543819806,3.9271994,sagesse,5,4,5,5,TRUE
serpent,sERp@,serpent,NOM,32.2,20.91,13.24,2,1,7,2,CVC-CV,NOM,1.65,5,1.8,13.24000002,20.91,1.533390708,3.884677772,serpent,5,5,5,5,TRUE
poignet,pwaNE,poignet,NOM,10,6.38,27.7,4,1,7,2,CYV-CV,NOM,1.45,5,1.85,27.70000022,6.38,1.532499589,3.881054579,poignet,5,5,5,5,TRUE
humour,ymuR,humour,NOM,17.22,17.22,16.76,1,1,6,2,V-CVC,NOM,1.8,3,1.85,16.75999994,17.22,1.531223374,3.875868394,humour,4,3,3,3,FALSE
baraque,baRak,baraque,NOM,12.27,11.1,22.84,2,1,7,2,CV-CVC,NOM,1.35,5,1.4,22.83999994,11.1,1.530711837,3.873790566,baraque,5,5,5,5,TRUE
façade,fasad,façade,NOM,4.6,4.19,29.66,2,1,6,2,CV-CVC,NOM,1.9,5,1.9,29.65999996,4.19,1.529558673,3.869108405,façade,5,5,5,5,TRUE
fiston,fist§,fiston,NOM,30.43,30.38,2.84,2,1,6,2,CVC-CV,NOM,1.8,3,2.65,2.83999996,30.38,1.521399628,3.836056454,fiston,5,5,3,5,TRUE
dizaine,dizEn,dizaine,NOM,11.08,5.87,26.55,2,1,7,2,CV-CVC,NOM,1.75,5,1.8,26.5499998,5.87,1.510813008,3.793368952,dizaine,5,5,5,5,TRUE
poème,poEm,poème,NOM,27.03,15.98,15.95,2,1,5,2,CV-VC,NOM,1.8,4,1.8,15.9499999,15.98,1.504198917,3.7668133,poème,4,4,4,4,TRUE
salaire,salER,salaire,NOM,26.43,22.99,8.92,2,1,7,2,CV-CVC,NOM,1.2,4,1.5,8.91999995,22.99,1.503926804,3.765722634,salaire,5,5,4,5,TRUE
canard,kanaR,canard,NOM,23.85,15.46,16.15,2,1,6,2,CV-CVC,NOM,1.15,5,1.2,16.14999983,15.46,1.499824494,3.749298005,canard,5,5,5,5,TRUE
soupir,supiR,soupir,NOM,7.85,4.75,26.82,5,1,6,2,CV-CVC,NOM,1.35,5,1.7,26.82000028,4.75,1.499274586,3.747098869,soupir,5,5,5,5,TRUE
descente,des@t,descente,NOM,11.59,10.48,20.81,4,1,8,2,CV-CVC,NOM,1.4,5,1.85,20.81000022,10.48,1.495405566,3.731643374,descente,5,5,5,5,TRUE
salade,salad,salade,NOM,21.8,15.88,15.41,2,1,6,2,CV-CVC,NOM,1.6,5,1.6,15.40999996,15.88,1.495405563,3.731643359,salade,5,5,5,5,TRUE
cancer,k@sER,cancer,NOM,23.15,22.34,8.78,2,1,6,2,CV-CVC,NOM,1.55,5,1.85,8.77999989,22.34,1.493039587,3.722206794,cancer,5,5,5,5,TRUE
étude,etyd,étude,NOM,44.22,11.35,19.66,2,1,5,2,V-CVC,NOM,1.8,4,1.95,19.66000013,11.35,1.491501768,3.716079292,étude,4,4,4,4,TRUE
virus,viRys,virus,NOM,23.98,23.98,6.42,1,1,5,2,CV-CVC,NOM,1.85,5,1.85,6.42000008,23.98,1.482873585,3.681787653,virus,5,5,5,5,TRUE
collègue,kolEg,collègue,NOM,38.93,18.22,12.16,2,1,8,2,CV-CVC,NOM,1.8,5,1.85,12.16000002,18.22,1.48258777,3.680654265,collègue,5,5,5,5,TRUE
charbon,SaRb§,charbon,NOM,9.24,8.39,21.96,2,1,7,2,CVC-CV,NOM,1.7,5,2.65,21.9599998,8.39,1.482158693,3.678953082,charbon,5,5,5,5,TRUE
méthode,metOd,méthode,NOM,24.87,13.83,16.42,2,1,7,2,CV-CVC,NOM,1.95,4,2,16.41999997,13.83,1.480725379,3.673273025,méthode,5,4,4,4,FALSE
accueil,ak9j,accueil,NOM,13.83,13.83,16.22,5,1,7,2,V-CVY,NOM,1.6,4,1.85,16.22000011,13.83,1.477844478,3.661868779,accueil,4,4,4,4,TRUE
excès,EksE,excès,NOM,7.67,7.67,22.23,1,1,5,2,VC-CV,NOM,1.65,4,1.9,22.23000001,7.67,1.475671188,3.653276645,excès,4,4,4,4,TRUE
tailleur,taj9R,tailleur,NOM,8.03,7,22.64,2,1,8,2,CV-YVC,NOM,1.65,5,1.7,22.63999988,7,1.471878198,3.638303626,tailleur,5,5,5,5,TRUE
tonnerre,tonER,tonnerre,NOM,11.4,10.9,18.65,3,1,8,2,CV-CVC,NOM,1.6,5,1.9,18.64999979,10.9,1.470557482,3.63309679,tonnerre,5,5,5,5,TRUE
tuyau,t8ijo,tuyau,NOM,26.73,17.51,11.96,2,1,5,2,CYV-YV,NOM,1.9,5,1.95,11.95999995,17.51,1.469380135,3.628458117,tuyau,5,5,5,5,TRUE
haleine,alEn,haleine,NOM,8,7.55,21.82,3,1,7,2,V-CVC,NOM,1,4,1.3,21.82,7.55,1.467903947,3.622645943,haleine,4,4,4,4,TRUE
blouson,bluz§,blouson,NOM,7.15,6.62,22.57,2,1,7,2,CCV-CV,NOM,1.85,5,2.75,22.56999986,6.62,1.465234093,3.61214504,blouson,5,5,5,5,TRUE
bêtise,betiz,bêtise,NOM,39.31,14.29,14.73,2,1,6,2,CV-CVC,NOM,1.95,5,2,14.7299999,14.29,1.462697407,3.60218111,bêtise,5,5,5,5,TRUE
poison,pwaz§,poison,NOM,19.76,18.59,9.86,2,1,6,2,CYV-CV,NOM,1.7,4,2.6,9.86000012,18.59,1.454082273,3.568437528,poison,5,4,4,4,FALSE
cigare,sigaR,cigare,NOM,17.15,10.63,17.7,2,1,6,2,CV-CVC,NOM,1.7,5,1.7,17.70000015,10.63,1.452246577,3.561266697,cigare,5,5,5,5,TRUE
fillette,fijEt,fillette,NOM,13.26,11.59,16.69,2,1,8,2,CV-YVC,NOM,1.7,4,1.75,16.68999988,11.59,1.451479403,3.558271861,fillette,5,4,4,4,FALSE
tunnel,tynEl,tunnel,NOM,19.24,15.88,12.3,2,1,6,2,CV-CVC,NOM,1.85,5,1.85,12.29999997,15.88,1.449940988,3.552269858,tunnel,5,5,5,5,TRUE
motif,motif,motif,NOM,16.56,12.2,15.74,2,1,5,2,CV-CVC,NOM,1.8,2,1.85,15.73999986,12.2,1.4462264,3.537797199,motif,5,5,2,5,TRUE
cassette,kasEt,cassette,NOM,32.4,23.55,4.05,2,1,8,2,CV-CVC,NOM,1,3,1.3,4.05000002,23.55,1.440909082,3.517128066,cassette,5,4,3,4,FALSE
office,ofis,office,NOM,6.37,6.13,21.28,2,1,6,2,V-CVC,NOM,1.7,4,1.8,21.28000018,6.13,1.437909038,3.505491441,office,4,4,4,4,TRUE
banquette,b@kEt,banquette,NOM,3.02,2.66,24.26,2,1,9,2,CV-CVC,NOM,1.7,5,1.75,24.26000022,2.66,1.430075059,3.475189734,banquette,5,5,5,5,TRUE
étape,etap,étape,NOM,15.77,12.44,14.46,2,1,5,2,V-CVC,NOM,1.6,4,1.7,14.46000001,12.44,1.42975228,3.473943863,étape,4,4,4,4,TRUE
frigo,fRigo,frigo,NOM,19.29,19.07,7.5,2,1,5,2,CCV-CV,NOM,1.85,5,1.9,7.50000008,19.07,1.424391556,3.45328286,frigo,5,5,5,5,TRUE
voyou,vwaju,voyou,NOM,21.09,11.69,14.59,2,1,5,2,CYV-YV,NOM,1.75,5,1.9,14.59000017,11.69,1.419625364,3.434961537,voyou,5,5,5,5,TRUE
stylo,stilo,stylo,NOM,17.73,15.34,10.61,2,1,5,2,CCV-CV,NOM,1.8,5,1.8,10.61000001,15.34,1.414137362,3.413921842,stylo,5,5,5,5,TRUE
vapeur,vap9R,vapeur,NOM,8.02,6.17,19.12,2,1,6,2,CV-CVC,NOM,1.55,4,1.6,19.12000017,6.17,1.402948832,3.371214258,vapeur,5,4,4,4,FALSE
tendance,t@d@s,tendance,NOM,12.98,10.95,14.26,2,1,8,2,CV-CVC,NOM,1.8,5,1.9,14.25999987,10.95,1.401572843,3.365979279,tendance,5,5,5,5,TRUE
marteau,maRto,marteau,NOM,12.63,11.84,13.31,2,1,7,2,CVC-CV,NOM,1.65,5,1.7,13.30999988,11.84,1.400537987,3.362044641,marteau,5,5,5,5,TRUE
marquis,maRki,marquis,NOM,16.69,14.98,9.86,1,1,7,2,CVC-CV,NOM,1.4,5,1.6,9.86000012,14.98,1.395151594,3.341599563,marquis,5,5,5,5,TRUE
ruisseau,R8iso,ruisseau,NOM,7.5,6.1,18.72,2,1,8,2,CYV-CV,NOM,1.9,5,1.9,18.71999997,6.1,1.394801777,3.340273773,ruisseau,5,5,5,5,TRUE
tennis,tenis,tennis,NOM,11.37,11.37,13.24,1,1,6,2,CV-CVC,NOM,1.8,5,1.9,13.24000002,11.37,1.391111614,3.326303137,tennis,5,5,5,5,TRUE
congrès,k§gRE,congrès,NOM,15.77,15.77,8.78,1,1,7,2,CV-CCV,NOM,1.8,5,2.8,8.77999989,15.77,1.390051495,3.322294652,congrès,5,5,5,5,TRUE
hommage,omaZ,hommage,NOM,16.45,11.11,13.31,2,1,7,2,V-CVC,NOM,1.55,4,1.55,13.30999988,11.11,1.387745657,3.313583667,hommage,4,4,4,4,TRUE
guitare,gitaR,guitare,NOM,13.86,12.78,11.55,2,1,7,2,CV-CVC,NOM,1.9,5,1.9,11.55000012,12.78,1.386142111,3.307532063,guitare,5,5,5,5,TRUE
coutume,kutym,coutume,NOM,10.46,7.27,17.03,2,1,7,2,CV-CVC,NOM,1.85,5,1.95,17.03000014,7.27,1.385606276,3.305511028,coutume,5,5,5,5,TRUE
pudeur,pyd9R,pudeur,NOM,5.08,4.98,19.32,2,1,6,2,CV-CVC,NOM,1.85,4,1.85,19.31999983,4.98,1.385606271,3.305511008,pudeur,5,4,4,4,FALSE
fontaine,f§tEn,fontaine,NOM,7.72,6.62,17.36,2,1,8,2,CV-CVC,NOM,1.95,5,2.85,17.36000013,6.62,1.379849181,3.283832944,fontaine,5,5,5,5,TRUE
climat,klima,climat,NOM,7.21,6.64,17.16,2,1,6,2,CCV-CV,NOM,1.85,5,2,17.15999983,6.64,1.376576954,3.271541064,climat,5,5,5,5,TRUE
serrure,seRyR,serrure,NOM,10.07,7.4,16.08,2,1,7,2,CV-CVC,NOM,1.9,5,1.9,16.08000014,7.4,1.370698095,3.249511363,serrure,5,5,5,5,TRUE
symbole,s5bOl,symbole,NOM,14.95,10.74,12.57,2,1,7,2,CV-CVC,NOM,1.95,4,1.95,12.57000007,10.74,1.367542275,3.237714148,symbole,5,4,4,4,FALSE
lenteur,l@t9R,lenteur,NOM,1.16,1.15,21.96,2,1,7,2,CV-CVC,NOM,1.55,4,1.55,21.9599998,1.15,1.363799942,3.223750223,lenteur,5,4,4,4,FALSE
richesse,RiSEs,richesse,NOM,13.21,8.44,14.66,2,1,8,2,CV-CVC,NOM,1.95,4,1.95,14.66000008,8.44,1.363611981,3.223049617,richesse,5,4,4,4,FALSE
sonnette,sonEt,sonnette,NOM,9.55,8.47,14.12,2,1,8,2,CV-CVC,NOM,1.45,5,1.65,14.11999996,8.47,1.35391623,3.187005388,sonnette,5,5,5,5,TRUE
confort,k§fOR,confort,NOM,6.02,5.97,16.62,2,1,7,2,CV-CVC,NOM,1.65,5,2.65,16.61999983,5.97,1.353916228,3.187005379,confort,5,5,5,5,TRUE
fourrure,fuRyR,fourrure,NOM,7.53,5.56,16.89,2,1,8,2,CV-CVC,NOM,1.6,4,1.8,16.88999998,5.56,1.351216345,3.177001956,fourrure,5,4,4,4,FALSE
cognac,koNak,cognac,NOM,12.07,11.69,10.68,2,1,6,2,CV-CVC,NOM,1.8,5,1.85,10.67999993,11.69,1.349665983,3.171264248,cognac,5,5,5,5,TRUE
briquet,bRikE,briquet,NOM,10.64,9.98,12.3,5,1,7,2,CCV-CV,NOM,1.2,5,1.65,12.29999997,9.98,1.347915186,3.164790534,briquet,5,5,5,5,TRUE
détour,detuR,détour,NOM,6.82,5.43,16.76,2,1,6,2,CV-CVC,NOM,1.75,5,1.9,16.75999994,5.43,1.346157301,3.15829678,détour,5,5,5,5,TRUE
diamant,djam@,diamant,NOM,20.56,7.97,14.12,2,1,7,2,CYV-CV,NOM,1.85,5,1.9,14.11999996,7.97,1.344195715,3.151057836,diamant,5,5,5,5,TRUE
médaille,medaj,médaille,NOM,16.32,12.44,9.53,2,1,8,2,CV-CVY,NOM,1.9,5,1.9,9.52999997,12.44,1.341830056,3.142337956,médaille,5,5,5,5,TRUE
trajet,tRaZE,trajet,NOM,7.74,7.23,14.66,2,1,6,2,CCV-CV,NOM,1.75,5,1.95,14.66000008,7.23,1.340245763,3.136504469,trajet,5,5,5,5,TRUE
volume,volym,volume,NOM,6.48,5.45,16.35,2,1,6,2,CV-CVC,NOM,1.9,5,2.1,16.35000003,5.45,1.338456494,3.129922281,volume,5,5,5,5,TRUE
audace,odas,audace,NOM,5.12,5.1,16.55,2,1,6,2,V-CVC,NOM,1.8,4,1.85,16.54999997,5.1,1.3354579,3.118905703,audace,4,4,4,4,TRUE
rancune,R@kyn,rancune,NOM,7.2,6.76,14.86,2,1,7,2,CV-CVC,NOM,2,5,2.4,14.85999989,6.76,1.334855687,3.116695394,rancune,5,5,5,5,TRUE
farine,faRin,farine,NOM,7.95,7.93,13.51,2,1,6,2,CV-CVC,NOM,1.6,5,1.7,13.50999992,7.93,1.331224779,3.103384193,farine,5,5,5,5,TRUE
douzaine,duzEn,douzaine,NOM,12.89,8.18,13.18,2,1,8,2,CV-CVC,NOM,1.95,4,1.95,13.17999997,8.18,1.329601248,3.097440726,douzaine,5,4,4,4,FALSE
soupçon,sups§,soupçon,NOM,15.53,5.75,15.61,2,1,7,2,CVC-CV,NOM,1.9,5,2.9,15.60999991,5.75,1.329601247,3.097440721,soupçon,5,5,5,5,TRUE
violon,vjol§,violon,NOM,13.65,11.56,9.73,3,1,6,2,CYV-CV,NOM,1.75,5,2.55,9.72999995,11.56,1.32817566,3.092226245,violon,5,5,5,5,TRUE
loyer,lwaje,loyer,NOM,17.18,16.2,5.07,2,1,5,2,CYV-YV,NOM,1.5,5,1.7,5.06999998,16.2,1.327767489,3.090733996,loyer,5,5,5,5,TRUE
chaussure,SosyR,chaussure,NOM,73.58,12.49,8.78,3,1,9,2,CV-CVC,NOM,1.9,4,1.95,8.77999989,12.49,1.327767488,3.090733989,chaussure,5,4,4,4,FALSE
routine,Rutin,routine,NOM,12.14,11.67,9.53,2,1,7,2,CV-CVC,NOM,1.8,5,1.85,9.52999997,11.67,1.32633586,3.085502675,routine,5,5,5,5,TRUE
autel,otEl,autel,NOM,8.27,7.62,13.31,4,1,5,2,V-CVC,NOM,1.3,4,1.55,13.30999988,7.62,1.320769226,3.065200574,autel,4,4,4,4,TRUE
conflit,k§fli,conflit,NOM,13.79,9.63,11.08,2,1,7,2,CV-CCV,NOM,1.85,5,2.8,11.07999988,9.63,1.316180096,3.048510142,conflit,5,5,5,5,TRUE
pizza,pidza,pizza,NOM,23.09,18.6,2.09,2,1,5,2,CVC-CV,NOM,1.95,5,2.35,2.09,18.6,1.315760491,3.046986159,pizza,5,5,5,5,TRUE
dentelle,d@tEl,dentelle,NOM,3.78,3.04,17.5,2,1,8,2,CV-CVC,NOM,1.75,5,1.9,17.50000007,3.04,1.312600441,3.035520358,dentelle,5,5,5,5,TRUE
barrage,baRaZ,barrage,NOM,13.4,9.6,10.68,2,1,7,2,CV-CVC,NOM,1.4,5,1.45,10.67999993,9.6,1.307067949,3.015494573,barrage,5,5,5,5,TRUE
falaise,falEz,falaise,NOM,5.85,4.45,15.47,2,1,7,2,CV-CVC,NOM,1.65,5,1.7,15.47000003,4.45,1.299289335,2.98744211,falaise,5,5,5,5,TRUE
berger,bERZe,berger,NOM,11.84,8.33,11.15,2,1,6,2,CVC-CV,NOM,1.7,5,1.7,11.15000006,8.33,1.289588954,2.952628624,berger,5,5,5,5,TRUE
vingtaine,v5tEn,vingtaine,NOM,4.11,4.11,15.34,2,1,9,2,CV-CVC,NOM,1.95,4,1.95,15.33999992,4.11,1.288919604,2.950233349,vingtaine,5,4,4,4,FALSE
évêque,evEk,évêque,NOM,5.7,4.7,14.53,2,1,6,2,V-CVC,NOM,1.8,4,1.85,14.53000015,4.7,1.283979288,2.932582099,évêque,4,4,4,4,TRUE
vigueur,vig9R,vigueur,NOM,3.61,3.61,15.54,2,1,7,2,CV-CVC,NOM,1.75,4,1.75,15.54000018,3.61,1.282168782,2.926125569,vigueur,5,4,4,4,FALSE
berceau,bERso,berceau,NOM,7.05,6.72,12.43,2,1,7,2,CVC-CV,NOM,1.6,5,1.75,12.42999992,6.72,1.282168776,2.926125548,berceau,5,5,5,5,TRUE
boisson,bwas§,boisson,NOM,18.55,11.73,7.36,2,1,7,2,CYV-CV,NOM,1.75,5,2.65,7.36000005,11.73,1.28080593,2.921269759,boisson,5,5,5,5,TRUE
chanteur,S@t9R,chanteur,NOM,21.17,9.8,9.19,2,1,8,2,CV-CVC,NOM,1.55,4,1.6,9.18999991,9.8,1.278524963,2.913151043,chanteur,5,4,4,4,FALSE
billard,bijaR,billard,NOM,7.84,7.56,11.35,2,1,7,2,CV-YVC,NOM,1.7,4,1.75,11.35000007,7.56,1.27669153,2.906632794,billard,5,4,4,4,FALSE
débris,debRi,débris,NOM,4.94,4.94,13.85,1,1,6,2,CV-CCV,NOM,1.8,5,1.9,13.84999988,4.94,1.273926777,2.896816211,débris,5,5,5,5,TRUE
manège,manEZ,manège,NOM,5.92,5.22,13.51,2,1,6,2,CV-CVC,NOM,1.9,4,1.95,13.50999992,5.22,1.272537776,2.891890166,manège,5,5,4,5,TRUE
dragon,dRag§,dragon,NOM,13.98,10.53,7.97,3,1,6,2,CCV-CV,NOM,1.75,5,2.7,7.96999994,10.53,1.267171727,2.872895913,dragon,5,5,5,5,TRUE
frisson,fRis§,frisson,NOM,8.62,4.23,14.26,2,1,7,2,CCV-CV,NOM,1.8,5,2.5,14.25999987,4.23,1.266936908,2.872066037,frisson,5,5,5,5,TRUE
hangar,@gaR,hangar,NOM,5.65,5.44,12.97,2,1,6,2,V-CVC,NOM,1.65,4,1.75,12.97000012,5.44,1.265053791,2.865414886,hangar,4,4,4,4,TRUE
sirène,siREn,sirène,NOM,11.35,8.06,10.34,2,1,6,2,CV-CVC,NOM,1.75,4,1.9,10.33999988,8.06,1.26481782,2.864581938,sirène,5,4,4,4,FALSE
tambour,t@buR,tambour,NOM,10.2,7.8,10.54,2,1,7,2,CV-CVC,NOM,1.85,5,1.85,10.54000003,7.8,1.263399332,2.859577204,tambour,5,5,5,5,TRUE
sursaut,syRso,sursaut,NOM,0.77,0.71,17.57,2,1,7,2,CVC-CV,NOM,1.75,5,1.8,17.56999984,0.71,1.261976188,2.854560086,sursaut,5,5,5,5,TRUE
déesse,deEs,déesse,NOM,13.56,11.82,6.42,2,1,6,2,CV-VC,NOM,1.8,4,2,6.42000008,11.82,1.261024836,2.851208473,déesse,4,4,4,4,TRUE
tireur,tiR9R,tireur,NOM,18.09,12.83,5.41,2,1,6,2,CV-CVC,NOM,1.7,4,1.75,5.41000001,12.83,1.261024834,2.851208467,tireur,5,4,4,4,FALSE
otage,otaZ,otage,NOM,26.4,15.22,2.97,2,1,5,2,V-CVC,NOM,1.65,4,1.7,2.97000003,15.22,1.2598327,2.847011131,otage,4,4,4,4,TRUE
moquette,mokEt,moquette,NOM,3.63,3.37,14.73,2,1,8,2,CV-CVC,NOM,1.5,5,1.7,14.7299999,3.37,1.257678572,2.839433964,moquette,5,4,5,5,TRUE
micro,mikRo,micro,NOM,15.03,11.25,6.82,2,1,5,2,CV-CCV,NOM,1.8,5,1.8,6.81999994,11.25,1.256958151,2.836901945,micro,5,5,5,5,TRUE
crochet,kRoSE,crochet,NOM,10.69,8.21,9.8,4,1,7,2,CCV-CV,NOM,1.3,5,1.75,9.80000011,8.21,1.255513715,2.831828405,crochet,5,5,5,5,TRUE
indice,5dis,indice,NOM,22.13,13.29,4.66,2,1,6,2,V-CVC,NOM,1.85,4,1.85,4.65999998,13.29,1.254064452,2.826742103,indice,4,4,4,4,TRUE
chômage,SomaZ,chômage,NOM,12.5,12.5,5.41,1,1,7,2,CV-CVC,NOM,1.8,4,1.8,5.41000001,12.5,1.253095586,2.823344134,chômage,5,4,4,4,FALSE
dollar,dolaR,dollar,NOM,134.1,13.89,3.85,2,1,6,2,CV-CVC,NOM,1.8,4,1.8,3.85000002,13.89,1.248953616,2.808838751,dollar,5,4,4,4,FALSE
survie,syRvi,survie,NOM,11.64,11.64,6.08,3,1,6,2,CVC-CV,NOM,1.6,5,1.8,6.08000004,11.64,1.248463719,2.807125375,survie,5,5,5,5,TRUE
harem,aREm,harem,NOM,1.78,1.6,15.74,2,1,5,2,V-CVC,NOM,1.25,4,1.3,15.73999986,1.6,1.23904909,2.774291736,harem,4,4,4,4,TRUE
vampire,v@piR,vampire,NOM,27.27,15.29,1.82,2,1,7,2,CV-CVC,NOM,1.85,5,1.95,1.82000001,15.29,1.23325001,2.754155596,vampire,5,5,5,5,TRUE
veston,vEst§,veston,NOM,1.68,1.66,15.27,2,1,6,2,CVC-CV,NOM,1.75,5,2.6,15.26999989,1.66,1.228656955,2.738254869,veston,5,5,5,5,TRUE
centaine,s@tEn,centaine,NOM,29.22,6.33,10.54,3,1,8,2,CV-CVC,NOM,1.85,5,1.9,10.54000003,6.33,1.227115083,2.732926511,centaine,5,4,5,5,TRUE
rivage,RivaZ,rivage,NOM,5.46,4.38,12.36,2,1,6,2,CV-CVC,NOM,1.75,5,1.85,12.36000006,4.38,1.223755455,2.721332869,rivage,5,5,5,5,TRUE
aisance,Ez@s,aisance,NOM,1.5,1.44,15.2,2,1,7,2,V-CVC,NOM,1.95,3,1.95,15.19999983,1.44,1.221153318,2.712368742,aisance,4,3,3,3,FALSE
péril,peRil,péril,NOM,7.76,6.32,10,2,1,5,2,CV-CVC,NOM,1.5,5,1.6,10.00000012,6.32,1.212720158,2.683410338,péril,5,5,5,5,TRUE
ampoule,@pul,ampoule,NOM,7.66,4.8,11.49,2,1,7,2,V-CVC,NOM,1.7,4,1.85,11.49000005,4.8,1.211921086,2.680673803,ampoule,4,4,4,4,TRUE
vendeur,v@d9R,vendeur,NOM,16.84,11.3,4.93,2,1,7,2,CV-CVC,NOM,1.55,4,1.6,4.92999995,11.3,1.210318518,2.675189435,vendeur,5,4,4,4,FALSE
racine,Rasin,racine,NOM,12.53,5.17,11.01,2,1,6,2,CV-CVC,NOM,1.25,5,1.5,11.01000007,5.17,1.208978519,2.670607579,racine,5,5,5,5,TRUE
flacon,flak§,flacon,NOM,4.93,4.12,11.82,2,1,6,2,CCV-CV,NOM,1.7,5,2.75,11.82000014,4.12,1.202488321,2.648466483,flacon,5,5,5,5,TRUE
chantage,S@taZ,chantage,NOM,8.51,8.5,7.43,2,1,8,2,CV-CVC,NOM,1.9,4,2,7.42999991,8.5,1.202215773,2.647538539,chantage,5,4,4,4,FALSE
détente,det@t,détente,NOM,5.47,5.42,10.47,2,1,7,2,CV-CVC,NOM,1.55,5,1.95,10.47000006,5.42,1.201123899,2.643822519,détente,5,5,5,5,TRUE
élite,elit,élite,NOM,7.38,7.24,8.65,2,1,5,2,V-CVC,NOM,1.35,4,1.8,8.64999993,7.24,1.201123895,2.643822507,élite,4,4,4,4,TRUE
budget,bydZE,budget,NOM,11.21,10.54,5.34,2,1,6,2,CVC-CV,NOM,2,5,2.6,5.34000003,10.54,1.200850499,2.64289242,budget,5,5,5,5,TRUE
crapaud,kRapo,crapaud,NOM,11.3,9.6,6.08,2,1,7,2,CCV-CV,NOM,1.75,5,1.75,6.08000004,9.6,1.195346059,2.624198261,crapaud,5,5,5,5,TRUE
impasse,5pas,impasse,NOM,6.95,6.3,9.19,2,1,7,2,V-CVC,NOM,1.9,4,1.9,9.18999991,6.3,1.190051415,2.606273786,impasse,4,4,4,4,TRUE
gonzesse,g§zEs,gonzesse,NOM,11.29,7.74,7.57,2,1,8,2,CV-CVC,NOM,2.55,4,3.2,7.56999996,7.74,1.18497519,2.589141389,gonzesse,5,4,4,4,FALSE
faubourg,fobuR,faubourg,NOM,1.69,0.58,14.73,2,1,8,2,CV-CVC,NOM,1.9,5,1.9,14.7299999,0.58,1.184975188,2.589141384,faubourg,5,5,5,5,TRUE
évier,evje,évier,NOM,3.87,3.81,11.35,2,1,5,2,V-CYV,NOM,1.55,3,1.65,11.35000007,3.81,1.180699203,2.574749812,évier,4,3,3,3,FALSE
baguette,bagEt,baguette,NOM,7.74,5.67,9.46,2,1,8,2,CV-CVC,NOM,1.75,4,1.8,9.45999989,5.67,1.179838925,2.571858813,baguette,5,4,4,4,FALSE
bétail,betaj,bétail,NOM,9.71,9.69,5.41,2,1,6,2,CV-CVY,NOM,1.9,5,1.9,5.41000001,9.69,1.178976948,2.568963591,bétail,5,5,5,5,TRUE
perruque,pERyk,perruque,NOM,9.68,8.03,7.03,2,1,8,2,CV-CVC,NOM,1.95,5,1.95,7.03000009,8.03,1.177824974,2.565096645,perruque,5,5,5,5,TRUE
renfort,R@fOR,renfort,NOM,21.41,7.5,7.5,2,1,7,2,CV-CVC,NOM,1.8,5,1.9,7.50000008,7.5,1.176091261,2.559281916,renfort,5,5,5,5,TRUE
